"coil_id";"parent_coil_id";"production_date";"completion_ts";"shift_code";"thickness_mm";"width_mm";"mass_out_tons";"Hours";"Grade";"NextProcess";"type_code";"is_prime";"is_scrap";"gap_from_prev_completion_min";"gap_from_prev_parent_min";"start_datetime";"end_datetime";"total_cycle_time_min"
"7431045";"7431045";"2024-04-15";"2024-04-15 08:43:14.000000";"C";1.4;1226.0;2.84;"08:43:14";"AC2 31";"13";"HX";"0";"1";4.633;4.283;"2024-04-15 08:35:32.000530";"2024-04-15 08:43:14.000000";7.7
"7431050";"7431050";"2024-04-15";"2024-04-15 08:49:43.000000";"C";1.4;1227.0;1.16;"08:49:43";"AC2 31";"13";"HX";"0";"1";6.483;6.483;"2024-04-15 08:42:56.996939";"2024-04-15 08:49:43.000000";6.767
"7431050";"7431050";"2024-04-15";"2024-04-15 09:04:18.000000";"C";1.4;1227.0;22.16;"09:04:18";"AC2 31";"13";"HL";"1";"0";14.583;6.483;"2024-04-15 08:57:18.694894";"2024-04-15 09:04:18.000000";6.988
"7429041";"7429041";"2024-04-15";"2024-04-15 09:13:17.000000";"C";1.4;1232.0;1.02;"09:13:17";"AC2 31";"13";"HX";"0";"1";8.983;8.983;"2024-04-15 09:06:04.788408";"2024-04-15 09:13:17.000000";7.204
"7429041";"7429041";"2024-04-15";"2024-04-15 09:17:31.000000";"C";1.4;1232.0;0.46;"09:17:31";"AC2 31";"13";"HX";"0";"1";4.233;8.983;"2024-04-15 09:10:33.700021";"2024-04-15 09:17:31.000000";6.955
"7429041";"7429041";"2024-04-15";"2024-04-15 09:36:12.000000";"C";1.4;1232.0;21.38;"09:36:12";"AC2 31";"13";"HL";"1";"0";18.683;8.983;"2024-04-15 09:29:48.461728";"2024-04-15 09:36:12.000000";6.392
"7429053";"7429053";"2024-04-15";"2024-04-15 09:40:51.000000";"C";1.8;1215.0;0.72;"09:40:51";"AC1 37";"13";"HX";"0";"1";4.65;4.65;"2024-04-15 09:33:43.937041";"2024-04-15 09:40:51.000000";7.118
"7429053";"7429053";"2024-04-15";"2024-04-15 09:50:16.000000";"C";1.8;1215.0;22.36;"09:50:16";"AC1 37";"13";"HL";"1";"0";9.417;4.65;"2024-04-15 09:43:18.494147";"2024-04-15 09:50:16.000000";6.958
"7429054";"7429054";"2024-04-15";"2024-04-15 10:03:31.000000";"C";1.8;1213.0;1.34;"10:03:31";"AC1 37";"13";"HX";"0";"1";13.25;13.25;"2024-04-15 09:56:36.956803";"2024-04-15 10:03:31.000000";6.901
"7429054";"7429054";"2024-04-15";"2024-04-15 10:30:27.000000";"C";1.8;1213.0;21.8;"10:30:27";"AC1 37";"13";"HL";"1";"0";26.933;13.25;"2024-04-15 10:23:43.537293";"2024-04-15 10:30:27.000000";6.724
"7421036";"7421036";"2024-04-15";"2024-04-15 10:39:27.000000";"C";2.4;1227.0;0.54;"10:39:27";"AC2 31";"13";"HX";"0";"1";9.0;9.0;"2024-04-15 10:26:56.695063";"2024-04-15 10:39:27.000000";12.505
"7421036";"7421036";"2024-04-15";"2024-04-15 10:46:47.000000";"C";2.4;1227.0;21.86;"10:46:47";"AC2 31";"13";"HL";"1";"0";7.333;9.0;"2024-04-15 10:36:17.411068";"2024-04-15 10:46:47.000000";10.493
"7420119";"7420119";"2024-04-15";"2024-04-15 10:51:48.000000";"C";1.75;1229.0;0.5;"10:51:48";"AC2 31";"13";"HX";"0";"1";5.017;5.017;"2024-04-15 10:44:52.432899";"2024-04-15 10:51:48.000000";6.926
"7420119";"7420119";"2024-04-15";"2024-04-15 11:01:38.000000";"C";1.75;1229.0;21.94;"11:01:38";"AC2 31";"13";"HL";"1";"0";9.833;5.017;"2024-04-15 10:54:43.671523";"2024-04-15 11:01:38.000000";6.905
"7410077";"7410077";"2024-04-15";"2024-04-15 11:17:18.000000";"C";2.3;1196.0;23.14;"11:17:18";"RC3 1";"13";"98";"1";"0";15.667;15.667;"2024-04-15 11:07:36.059418";"2024-04-15 11:17:18.000000";9.699
"7410077";"7410077";"2024-04-15";"2024-04-15 11:19:19.000000";"C";2.3;1196.0;0.62;"11:19:19";"RC3 1";"13";"HX";"0";"1";2.017;15.667;"2024-04-15 11:07:55.154697";"2024-04-15 11:19:19.000000";11.397
"7432035";"7432035";"2024-04-15";"2024-04-15 11:27:42.000000";"C";1.5;1230.0;1.16;"11:27:42";"AC2 31";"13";"HX";"0";"1";8.383;8.383;"2024-04-15 11:20:07.432867";"2024-04-15 11:27:42.000000";7.576
"7432035";"7432035";"2024-04-15";"2024-04-15 11:38:28.000000";"C";1.5;1230.0;21.48;"11:38:28";"AC2 31";"13";"HL";"1";"0";10.767;8.383;"2024-04-15 11:31:00.695317";"2024-04-15 11:38:28.000000";7.455
"7419036";"7419036";"2024-04-15";"2024-04-15 11:52:17.000000";"C";1.5;1228.0;19.56;"11:52:17";"AC2 31";"13";"HL";"1";"0";13.817;13.817;"2024-04-15 11:45:11.908749";"2024-04-15 11:52:17.000000";7.085
"7419036";"7419036";"2024-04-15";"2024-04-15 11:56:08.000000";"C";1.5;1228.0;3.32;"11:56:08";"AC2 31";"13";"HX";"0";"1";3.85;13.817;"2024-04-15 11:48:17.593797";"2024-04-15 11:56:08.000000";7.84
"7427067";"7427067";"2024-04-15";"2024-04-15 12:07:41.000000";"C";1.85;1226.0;22.96;"12:07:41";"AC2 31";"13";"HL";"1";"0";11.55;11.55;"2024-04-15 12:00:50.275440";"2024-04-15 12:07:41.000000";6.845
"7432054";"7432054";"2024-04-15";"2024-04-15 12:14:44.000000";"C";1.5;1226.0;2.36;"12:14:44";"AC2 31";"13";"HX";"0";"1";7.05;7.05;"2024-04-15 12:07:57.937177";"2024-04-15 12:14:44.000000";6.768
"7432054";"7432054";"2024-04-15";"2024-04-15 12:23:38.000000";"C";1.5;1226.0;20.44;"12:23:38";"AC2 31";"13";"HL";"1";"0";8.9;7.05;"2024-04-15 12:16:12.930961";"2024-04-15 12:23:38.000000";7.418
"7260067";"7260067";"2024-04-15";"2024-04-15 12:35:35.000000";"C";1.75;1227.0;1.76;"12:35:35";"AC2 31";"13";"HX";"0";"1";11.95;11.95;"2024-04-15 12:29:05.595537";"2024-04-15 12:35:35.000000";6.49
"7260067";"7260067";"2024-04-15";"2024-04-15 12:48:02.000000";"C";1.75;1227.0;22.28;"12:48:02";"AC2 31";"13";"HL";"1";"0";12.45;11.95;"2024-04-15 12:40:31.558039";"2024-04-15 12:48:02.000000";7.507
"7432052";"7432052";"2024-04-15";"2024-04-15 12:53:22.000000";"C";1.5;1226.0;2.2;"12:53:22";"AC2 31";"13";"HX";"0";"1";5.333;5.333;"2024-04-15 12:45:00.517529";"2024-04-15 12:53:22.000000";8.358
"7432052";"7432052";"2024-04-15";"2024-04-15 13:03:27.000000";"C";1.5;1226.0;21.16;"13:03:27";"AC2 31";"13";"HL";"1";"0";10.083;5.333;"2024-04-15 12:56:30.253228";"2024-04-15 13:03:27.000000";6.946
"7260077";"7260077";"2024-04-15";"2024-04-15 13:20:54.000000";"C";1.75;1223.0;12.34;"13:20:54";"AC2 31";"13";"98";"1";"0";17.45;17.45;"2024-04-15 13:13:24.160845";"2024-04-15 13:20:54.000000";7.497
"7260077";"7260077";"2024-04-15";"2024-04-15 13:24:54.000000";"C";1.75;1223.0;11.16;"13:24:54";"AC2 31";"13";"HL";"1";"0";4.0;17.45;"2024-04-15 13:18:47.036489";"2024-04-15 13:24:54.000000";6.116
"7220076";"7220076";"2024-04-15";"2024-04-15 13:37:44.000000";"C";4.5;1081.0;16.34;"13:37:44";"AC1 33";"4";"98";"1";"0";12.833;12.833;"2024-04-15 13:26:51.210355";"2024-04-15 13:37:44.000000";10.88
"7220076";"7220076";"2024-04-15";"2024-04-15 13:46:16.000000";"C";4.5;1081.0;3.4;"13:46:16";"AC1 33";"4";"HX";"0";"1";8.533;12.833;"2024-04-15 13:34:08.969403";"2024-04-15 13:46:16.000000";12.117
"7430030";"7430030";"2024-04-15";"2024-04-15 13:55:56.000000";"C";1.8;1232.0;23.3;"13:55:56";"AC2 31";"13";"HL";"1";"0";9.667;9.667;"2024-04-15 13:49:00.110581";"2024-04-15 13:55:56.000000";6.931
"7260069";"7260069";"2024-04-15";"2024-04-15 14:22:56.000000";"C";1.75;1228.0;2.02;"14:22:56";"AC2 31";"13";"HX";"0";"1";27.0;0.0;"2024-04-15 14:16:08.046556";"2024-04-15 14:22:56.000000";6.799
"7260069";"7260069";"2024-04-15";"2024-04-15 14:31:01.000000";"C";1.75;1228.0;21.94;"14:31:01";"AC2 31";"13";"HL";"1";"0";8.083;0.0;"2024-04-15 14:24:14.607405";"2024-04-15 14:31:01.000000";6.773
"7419034";"7419034";"2024-04-15";"2024-04-15 14:43:21.000000";"C";1.8;1228.0;23.76;"14:43:21";"AC2 31";"13";"HL";"1";"0";12.333;12.333;"2024-04-15 14:35:23.781699";"2024-04-15 14:43:21.000000";7.954
"7420114";"7420114";"2024-04-15";"2024-04-15 14:52:21.000000";"C";1.75;1225.0;0.78;"14:52:21";"AC2 31";"13";"HX";"0";"1";9.0;9.0;"2024-04-15 14:45:15.143542";"2024-04-15 14:52:21.000000";7.098
"7420114";"7420114";"2024-04-15";"2024-04-15 14:59:04.000000";"C";1.75;1225.0;22.22;"14:59:04";"AC2 31";"13";"HL";"1";"0";6.717;9.0;"2024-04-15 14:51:43.579365";"2024-04-15 14:59:04.000000";7.34
"7429058";"7429058";"2024-04-15";"2024-04-15 15:08:34.000000";"C";1.8;1210.0;2.08;"15:08:34";"AC1 37";"13";"HX";"0";"1";9.5;9.5;"2024-04-15 15:01:06.351618";"2024-04-15 15:08:34.000000";7.461
"7429058";"7429058";"2024-04-15";"2024-04-15 15:17:42.000000";"C";1.8;1210.0;21.0;"15:17:42";"AC1 37";"13";"HL";"1";"0";9.133;9.5;"2024-04-15 15:09:42.371977";"2024-04-15 15:17:42.000000";7.994
"7429056";"7429056";"2024-04-15";"2024-04-15 15:24:57.000000";"C";1.8;1213.0;2.62;"15:24:57";"AC1 37";"13";"HX";"0";"1";7.25;7.25;"2024-04-15 15:17:03.793704";"2024-04-15 15:24:57.000000";7.887
"7429056";"7429056";"2024-04-15";"2024-04-15 15:35:24.000000";"C";1.8;1213.0;20.44;"15:35:24";"AC1 37";"13";"HL";"1";"0";10.45;7.25;"2024-04-15 15:29:03.782280";"2024-04-15 15:35:24.000000";6.337
"7429059";"7429059";"2024-04-15";"2024-04-15 15:53:23.000000";"C";1.8;1211.0;22.96;"15:53:23";"AC1 37";"13";"HL";"1";"0";17.983;17.983;"2024-04-15 15:46:08.526126";"2024-04-15 15:53:23.000000";7.241
"7429055";"7429055";"2024-04-15";"2024-04-15 16:08:15.000000";"C";1.8;1211.0;23.02;"16:08:15";"AC1 37";"13";"HL";"1";"0";14.867;14.867;"2024-04-15 16:01:27.503210";"2024-04-15 16:08:15.000000";6.792
"7431028";"7431028";"2024-04-15";"2024-04-15 16:19:24.000000";"C";2.0;1233.0;5.66;"16:19:24";"AC2 31";"13";"HL";"1";"0";11.15;11.15;"2024-04-15 16:12:45.340014";"2024-04-15 16:19:24.000000";6.644
"7431028";"7431028";"2024-04-15";"2024-04-15 16:24:17.000000";"C";2.0;1233.0;5.64;"16:24:17";"AC2 31";"13";"HL";"1";"0";4.883;11.15;"2024-04-15 16:16:21.939367";"2024-04-15 16:24:17.000000";7.918
"7431028";"7431028";"2024-04-15";"2024-04-15 16:27:58.000000";"C";2.0;1233.0;5.62;"16:27:58";"AC2 31";"13";"HL";"1";"0";3.683;11.15;"2024-04-15 16:21:22.090643";"2024-04-15 16:27:58.000000";6.598
"7431028";"7431028";"2024-04-15";"2024-04-15 16:34:36.000000";"C";2.0;1233.0;5.24;"16:34:36";"AC2 31";"13";"HL";"1";"0";6.633;11.15;"2024-04-15 16:28:14.974950";"2024-04-15 16:34:36.000000";6.35
"7260078";"7260078";"2024-04-15";"2024-04-15 16:50:54.000000";"C";1.75;1228.0;23.64;"16:50:54";"AC2 31";"13";"HL";"1";"0";16.3;16.3;"2024-04-15 16:43:59.472942";"2024-04-15 16:50:54.000000";6.909
"7420116";"7420116";"2024-04-15";"2024-04-15 17:01:55.000000";"C";1.75;1227.0;1.16;"17:01:55";"AC2 31";"13";"HX";"0";"1";11.017;11.017;"2024-04-15 16:55:01.459327";"2024-04-15 17:01:55.000000";6.892
"7420116";"7420116";"2024-04-15";"2024-04-15 17:14:09.000000";"C";1.75;1227.0;20.66;"17:14:09";"AC2 31";"13";"HL";"1";"0";12.233;11.017;"2024-04-15 17:07:21.023118";"2024-04-15 17:14:09.000000";6.8
"7432039";"7432039";"2024-04-15";"2024-04-15 18:17:12.000000";"D";1.4;1229.0;21.88;"18:17:12";"AC2 31";"13";"HL";"1";"0";63.05;0.0;"2024-04-15 18:10:58.676847";"2024-04-15 18:17:12.000000";6.222
"7432039";"7432039";"2024-04-15";"2024-04-15 18:20:25.000000";"D";1.4;1229.0;1.28;"18:20:25";"AC2 31";"13";"HX";"0";"1";3.217;0.0;"2024-04-15 18:13:00.073315";"2024-04-15 18:20:25.000000";7.415
"7430041";"7430041";"2024-04-15";"2024-04-15 18:28:32.000000";"D";1.4;1231.0;2.22;"18:28:32";"AC2 31";"13";"HX";"0";"1";8.117;8.117;"2024-04-15 18:20:57.152188";"2024-04-15 18:28:32.000000";7.581
"7430041";"7430041";"2024-04-15";"2024-04-15 18:37:19.000000";"D";1.4;1231.0;16.64;"18:37:19";"AC2 31";"13";"98";"1";"0";8.783;8.117;"2024-04-15 18:29:56.073585";"2024-04-15 18:37:19.000000";7.382
"7205071";"7205071";"2024-04-15";"2024-04-15 18:45:48.000000";"D";2.35;1231.0;1.08;"18:45:48";"AC2 31";"13";"HX";"0";"1";8.483;8.483;"2024-04-15 18:34:07.652364";"2024-04-15 18:45:48.000000";11.672
"7205071";"7205071";"2024-04-15";"2024-04-15 18:54:59.000000";"D";2.35;1231.0;19.74;"18:54:59";"AC2 31";"13";"HL";"1";"0";9.183;8.483;"2024-04-15 18:41:24.723413";"2024-04-15 18:54:59.000000";13.571
"7430040";"7430040";"2024-04-15";"2024-04-15 18:59:15.000000";"D";1.4;1231.0;1.66;"18:59:15";"AC2 31";"13";"HX";"0";"1";4.267;4.267;"2024-04-15 18:52:47.029645";"2024-04-15 18:59:15.000000";6.466
"7430040";"7430040";"2024-04-15";"2024-04-15 19:07:57.000000";"D";1.4;1231.0;20.6;"19:07:57";"AC2 31";"13";"HL";"1";"0";8.7;4.267;"2024-04-15 19:00:13.827269";"2024-04-15 19:07:57.000000";7.72
"7430040";"7430040";"2024-04-15";"2024-04-15 19:11:43.000000";"D";1.4;1231.0;0.6;"19:11:43";"AC2 31";"13";"HX";"0";"1";3.767;4.267;"2024-04-15 19:03:23.458393";"2024-04-15 19:11:43.000000";8.326
"7430038";"7430038";"2024-04-15";"2024-04-15 19:19:13.000000";"D";1.4;1230.0;1.46;"19:19:13";"AC2 31";"13";"HX";"0";"1";7.5;7.5;"2024-04-15 19:11:00.364878";"2024-04-15 19:19:13.000000";8.211
"7430038";"7430038";"2024-04-15";"2024-04-15 19:28:51.000000";"D";1.4;1230.0;21.0;"19:28:51";"AC2 31";"13";"HL";"1";"0";9.633;7.5;"2024-04-15 19:21:37.907452";"2024-04-15 19:28:51.000000";7.218
"7430038";"7430038";"2024-04-15";"2024-04-15 19:32:29.000000";"D";1.4;1230.0;0.7;"19:32:29";"AC2 31";"13";"HX";"0";"1";3.633;7.5;"2024-04-15 19:24:02.191209";"2024-04-15 19:32:29.000000";8.447
"7429039";"7429039";"2024-04-15";"2024-04-15 19:40:34.000000";"D";1.4;1232.0;1.16;"19:40:34";"AC2 31";"13";"HX";"0";"1";8.083;8.083;"2024-04-15 19:32:49.971946";"2024-04-15 19:40:34.000000";7.734
"7429039";"7429039";"2024-04-15";"2024-04-15 19:49:32.000000";"D";1.4;1232.0;21.14;"19:49:32";"AC2 31";"13";"HL";"1";"0";8.967;8.083;"2024-04-15 19:43:21.898342";"2024-04-15 19:49:32.000000";6.168
"7429039";"7429039";"2024-04-15";"2024-04-15 19:54:13.000000";"D";1.4;1232.0;0.76;"19:54:13";"AC2 31";"13";"HX";"0";"1";4.683;8.083;"2024-04-15 19:46:55.051368";"2024-04-15 19:54:13.000000";7.299
"7265001";"7265001";"2024-04-15";"2024-04-15 20:00:46.000000";"D";2.5;957.0;1.1;"20:00:46";"AC2 32";"4";"HX";"0";"1";6.55;6.55;"2024-04-15 19:47:47.922348";"2024-04-15 20:00:46.000000";12.968
"7265001";"7265001";"2024-04-15";"2024-04-15 20:08:39.000000";"D";2.5;957.0;15.1;"20:08:39";"AC2 32";"4";"98";"1";"0";7.883;6.55;"2024-04-15 19:55:37.927034";"2024-04-15 20:08:39.000000";13.018
"7265001";"7265001";"2024-04-15";"2024-04-15 20:13:47.000000";"D";2.5;957.0;1.6;"20:13:47";"AC2 32";"4";"HX";"0";"1";5.133;6.55;"2024-04-15 20:02:09.301092";"2024-04-15 20:13:47.000000";11.628
"7429027";"7429027";"2024-04-15";"2024-04-15 20:22:35.000000";"D";2.0;1238.0;1.1;"20:22:35";"AC2 31";"13";"HX";"0";"1";8.8;8.8;"2024-04-15 20:14:35.088636";"2024-04-15 20:22:35.000000";7.999
"7429027";"7429027";"2024-04-15";"2024-04-15 20:35:18.000000";"D";2.0;1238.0;21.52;"20:35:18";"AC2 31";"13";"HL";"1";"0";12.717;8.8;"2024-04-15 20:28:16.783835";"2024-04-15 20:35:18.000000";7.02
"7429027";"7429027";"2024-04-15";"2024-04-15 20:38:26.000000";"D";2.0;1238.0;0.54;"20:38:26";"AC2 31";"13";"HX";"0";"1";3.133;8.8;"2024-04-15 20:29:54.728614";"2024-04-15 20:38:26.000000";8.521
"7410002";"7410002";"2024-04-15";"2024-04-15 20:46:22.000000";"D";2.5;949.0;2.52;"20:46:22";"AC1 31";"4";"HX";"0";"1";7.933;7.933;"2024-04-15 20:35:32.511714";"2024-04-15 20:46:22.000000";10.825
"7410002";"7410002";"2024-04-15";"2024-04-15 20:57:57.000000";"D";2.5;949.0;15.02;"20:57:57";"AC1 31";"4";"98";"1";"0";11.583;7.933;"2024-04-15 20:45:09.328824";"2024-04-15 20:57:57.000000";12.795
"7254002";"7254002";"2024-04-15";"2024-04-15 21:14:58.000000";"D";2.5;951.0;16.02;"21:14:58";"AC2 32";"4";"98";"1";"0";17.017;17.017;"2024-04-15 21:02:42.533532";"2024-04-15 21:14:58.000000";12.258
"7254002";"7254002";"2024-04-15";"2024-04-15 21:21:20.000000";"D";2.5;951.0;1.5;"21:21:20";"AC2 32";"4";"HX";"0";"1";6.367;17.017;"2024-04-15 21:08:59.123672";"2024-04-15 21:21:20.000000";12.348
"7433003";"7433003";"2024-04-15";"2024-04-15 21:30:08.000000";"D";2.5;953.0;6.24;"21:30:08";"AC2 32";"4";"98";"1";"0";8.8;8.8;"2024-04-15 21:19:08.247977";"2024-04-15 21:30:08.000000";10.996
"7433003";"7433003";"2024-04-15";"2024-04-15 21:44:04.000000";"D";2.5;953.0;10.82;"21:44:04";"AC2 32";"4";"98";"1";"0";13.933;8.8;"2024-04-15 21:32:26.151991";"2024-04-15 21:44:04.000000";11.631
"7422032";"7422032";"2024-04-16";"2024-04-16 08:03:03.000000";"D";2.2;1301.0;24.64;"08:03:03";"AC1 37";"13";"HL";"1";"0";0.0;0.0;"2024-04-16 07:50:01.616192";"2024-04-16 08:03:03.000000";13.023
"7124090";"7124090";"2024-04-16";"2024-04-16 08:11:45.000000";"D";2.2;944.0;0.74;"08:11:45";"AC1 31";"4";"HX";"0";"1";8.7;8.7;"2024-04-16 07:59:04.516091";"2024-04-16 08:11:45.000000";12.675
"7124090";"7124090";"2024-04-16";"2024-04-16 08:21:47.000000";"D";2.2;944.0;13.74;"08:21:47";"AC1 31";"4";"98";"1";"0";10.033;8.7;"2024-04-16 08:10:02.270284";"2024-04-16 08:21:47.000000";11.745
"7124090";"7124090";"2024-04-16";"2024-04-16 08:38:11.000000";"D";2.2;944.0;0.92;"08:38:11";"AC1 31";"4";"HX";"0";"1";16.4;8.7;"2024-04-16 08:27:13.392068";"2024-04-16 08:38:11.000000";10.96
"7432037";"7432037";"2024-04-16";"2024-04-16 08:49:21.000000";"D";1.4;1229.0;1.72;"08:49:21";"AC2 31";"13";"HX";"0";"1";11.167;11.167;"2024-04-16 08:41:50.138766";"2024-04-16 08:49:21.000000";7.514
"7432037";"7432037";"2024-04-16";"2024-04-16 09:04:37.000000";"D";1.4;1229.0;21.18;"09:04:37";"AC2 31";"13";"98";"1";"0";15.267;11.167;"2024-04-16 08:57:20.850193";"2024-04-16 09:04:37.000000";7.269
"7401011";"7401011";"2024-04-16";"2024-04-16 09:14:36.000000";"D";2.9;1237.0;0.86;"09:14:36";"AC2 31";"13";"HX";"0";"1";9.983;9.983;"2024-04-16 09:03:16.357565";"2024-04-16 09:14:36.000000";11.327
"7401011";"7401011";"2024-04-16";"2024-04-16 09:21:42.000000";"D";2.9;1237.0;5.56;"09:21:42";"AC2 31";"13";"HL";"1";"0";7.1;9.983;"2024-04-16 09:10:10.138551";"2024-04-16 09:21:42.000000";11.531
"7401011";"7401011";"2024-04-16";"2024-04-16 09:27:33.000000";"D";2.9;1237.0;5.52;"09:27:33";"AC2 31";"13";"HL";"1";"0";5.85;9.983;"2024-04-16 09:16:11.286171";"2024-04-16 09:27:33.000000";11.362
"7401011";"7401011";"2024-04-16";"2024-04-16 09:34:06.000000";"D";2.9;1237.0;5.54;"09:34:06";"AC2 31";"13";"HL";"1";"0";6.55;9.983;"2024-04-16 09:24:02.302831";"2024-04-16 09:34:06.000000";10.062
"7401011";"7401011";"2024-04-16";"2024-04-16 09:39:06.000000";"D";2.9;1237.0;3.24;"09:39:06";"AC2 31";"13";"HL";"1";"0";5.0;9.983;"2024-04-16 09:26:15.532556";"2024-04-16 09:39:06.000000";12.841
"7240069";"7240069";"2024-04-16";"2024-04-16 09:45:48.000000";"D";1.9;1227.0;0.64;"09:45:48";"AC2 31";"13";"HX";"0";"1";6.7;6.7;"2024-04-16 09:38:27.979065";"2024-04-16 09:45:48.000000";7.334
"7240069";"7240069";"2024-04-16";"2024-04-16 09:57:07.000000";"D";1.9;1227.0;22.32;"09:57:07";"AC2 31";"13";"HL";"1";"0";11.317;6.7;"2024-04-16 09:49:28.835889";"2024-04-16 09:57:07.000000";7.636
"7222040";"7222040";"2024-04-16";"2024-04-16 10:28:24.000000";"D";1.5;1230.0;1.42;"10:28:24";"AC2 31";"13";"HX";"0";"1";31.283;0.0;"2024-04-16 10:20:28.199938";"2024-04-16 10:28:24.000000";7.93
"7222040";"7222040";"2024-04-16";"2024-04-16 10:37:03.000000";"D";1.5;1230.0;21.4;"10:37:03";"AC2 31";"13";"HL";"1";"0";8.65;0.0;"2024-04-16 10:30:35.916919";"2024-04-16 10:37:03.000000";6.451
"7432042";"7432042";"2024-04-16";"2024-04-16 10:48:23.000000";"D";1.4;1228.0;1.9;"10:48:23";"AC2 31";"13";"HX";"0";"1";11.333;11.333;"2024-04-16 10:41:04.723197";"2024-04-16 10:48:23.000000";7.305
"7432042";"7432042";"2024-04-16";"2024-04-16 10:57:29.000000";"D";1.4;1228.0;20.28;"10:57:29";"AC2 31";"13";"HL";"1";"0";9.1;11.333;"2024-04-16 10:49:36.320518";"2024-04-16 10:57:29.000000";7.878
"7432042";"7432042";"2024-04-16";"2024-04-16 11:02:58.000000";"D";1.4;1228.0;0.9;"11:02:58";"AC2 31";"13";"HX";"0";"1";5.483;11.333;"2024-04-16 10:56:26.008012";"2024-04-16 11:02:58.000000";6.533
"7411011";"7411011";"2024-04-16";"2024-04-16 11:12:34.000000";"D";3.2;1243.0;11.92;"11:12:34";"AC1 37";"13";"HL";"1";"0";9.6;9.6;"2024-04-16 10:58:43.689320";"2024-04-16 11:12:34.000000";13.839
"7411011";"7411011";"2024-04-16";"2024-04-16 11:18:27.000000";"D";3.2;1243.0;11.08;"11:18:27";"AC1 37";"13";"HL";"1";"0";5.883;9.6;"2024-04-16 11:06:44.719412";"2024-04-16 11:18:27.000000";11.705
"7262004";"7262004";"2024-04-16";"2024-04-16 11:28:35.000000";"D";4.5;1079.0;1.0;"11:28:35";"AC1 33";"4";"HX";"0";"1";10.133;10.133;"2024-04-16 11:14:31.532705";"2024-04-16 11:28:35.000000";14.058
"7262004";"7262004";"2024-04-16";"2024-04-16 11:37:28.000000";"D";4.5;1079.0;16.76;"11:37:28";"AC1 33";"4";"98";"1";"0";8.883;10.133;"2024-04-16 11:24:42.756228";"2024-04-16 11:37:28.000000";12.754
"7410162";"7410162";"2024-04-16";"2024-04-16 11:45:20.000000";"D";2.01;982.0;0.54;"11:45:20";"RC1 18";"13";"HX";"0";"1";7.867;7.867;"2024-04-16 11:33:15.803138";"2024-04-16 11:45:20.000000";12.07
"7410162";"7410162";"2024-04-16";"2024-04-16 11:59:23.000000";"D";2.01;982.0;15.22;"11:59:23";"RC1 18";"13";"98";"1";"0";14.05;7.867;"2024-04-16 11:47:53.924122";"2024-04-16 11:59:23.000000";11.485
"7410162";"7410162";"2024-04-16";"2024-04-16 12:04:23.000000";"D";2.01;982.0;1.44;"12:04:23";"RC1 18";"13";"HX";"0";"1";5.0;7.867;"2024-04-16 11:52:03.275246";"2024-04-16 12:04:23.000000";12.329
"7431038";"7431038";"2024-04-16";"2024-04-16 12:12:11.000000";"D";1.4;1232.0;1.24;"12:12:11";"AC2 31";"13";"HX";"0";"1";7.8;7.8;"2024-04-16 12:05:12.404458";"2024-04-16 12:12:11.000000";6.977
"7431038";"7431038";"2024-04-16";"2024-04-16 12:22:35.000000";"D";1.4;1232.0;12.3;"12:22:35";"AC2 31";"13";"HL";"1";"0";10.4;7.8;"2024-04-16 12:15:21.918598";"2024-04-16 12:22:35.000000";7.218
"7431038";"7431038";"2024-04-16";"2024-04-16 12:30:33.000000";"D";1.4;1232.0;9.18;"12:30:33";"AC2 31";"13";"98";"1";"0";7.967;7.8;"2024-04-16 12:22:57.768794";"2024-04-16 12:30:33.000000";7.587
"7148048";"7148048";"2024-04-16";"2024-04-16 12:42:44.000000";"D";1.5;1228.0;22.44;"12:42:44";"AC2 31";"13";"HL";"1";"0";12.183;12.183;"2024-04-16 12:34:28.732046";"2024-04-16 12:42:44.000000";8.254
"7252044";"7252044";"2024-04-16";"2024-04-16 12:51:26.000000";"D";1.4;1232.0;0.4;"12:51:26";"AC2 31";"13";"HX";"0";"1";8.7;8.7;"2024-04-16 12:44:12.403365";"2024-04-16 12:51:26.000000";7.227
"7252044";"7252044";"2024-04-16";"2024-04-16 13:02:49.000000";"D";1.4;1232.0;20.26;"13:02:49";"AC2 31";"13";"HL";"1";"0";11.383;8.7;"2024-04-16 12:55:25.143823";"2024-04-16 13:02:49.000000";7.398
"7255052";"7255052";"2024-04-16";"2024-04-16 13:10:58.000000";"D";1.96;1241.0;1.94;"13:10:58";"RC3 1";"4";"HX";"0";"1";8.15;8.15;"2024-04-16 13:03:35.996683";"2024-04-16 13:10:58.000000";7.367
"7255052";"7255052";"2024-04-16";"2024-04-16 13:38:53.000000";"D";1.96;1241.0;19.0;"13:38:53";"RC3 1";"4";"98";"1";"0";27.917;8.15;"2024-04-16 13:31:56.916512";"2024-04-16 13:38:53.000000";6.935
"0360257";"0360257";"2024-04-16";"2024-04-16 13:49:13.000000";"D";1.8;1225.0;21.52;"13:49:13";"AC2 31";"13";"HL";"1";"0";10.333;10.333;"2024-04-16 13:42:07.234656";"2024-04-16 13:49:13.000000";7.096
